model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
tf_efficientnetv2_l.in1k,384,96.55,3.45,99.48,0.52,118.52,1.0,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,96.55,3.45,99.47,0.53,60.4,0.95,bicubic
xcit_small_24_p8_224.fb_dist_in1k,224,96.55,3.45,99.56,0.44,47.63,1.0,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,224,96.54,3.46,99.66,0.34,39.57,0.965,bicubic
caformer_b36.sail_in1k,224,96.54,3.46,99.46,0.54,98.75,1.0,bicubic
hgnetv2_b5.ssld_stage1_in22k_in1k,224,96.53,3.47,99.62,0.38,39.57,0.965,bicubic
resnetv2_152x2_bit.goog_in21k_ft_in1k,448,96.53,3.47,99.59,0.41,236.34,1.0,bilinear
vit_base_patch16_clip_224.openai_ft_in12k_in1k,224,96.53,3.47,99.54,0.46,86.57,0.95,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,480,96.53,3.47,99.54,0.46,32.59,1.0,bicubic
caformer_s18.sail_in22k_ft_in1k_384,384,96.52,3.48,99.59,0.41,26.34,1.0,bicubic
tf_efficientnetv2_m.in21k_ft_in1k,384,96.52,3.48,99.51,0.49,54.14,1.0,bicubic
xcit_medium_24_p8_224.fb_dist_in1k,224,96.52,3.48,99.47,0.53,84.32,1.0,bicubic
dm_nfnet_f2.dm_in1k,352,96.52,3.48,99.57,0.43,193.78,0.92,bicubic
regnety_160.lion_in12k_ft_in1k,224,96.51,3.49,99.69,0.31,83.59,0.95,bicubic
convnext_small.fb_in22k_ft_in1k,224,96.51,3.49,99.49,0.51,50.22,0.875,bicubic
convnextv2_base.fcmae_ft_in1k,288,96.5,3.5,99.52,0.48,88.72,1.0,bicubic
deit_base_distilled_patch16_384.fb_in1k,384,96.5,3.5,99.59,0.41,87.63,1.0,bicubic
vit_base_patch16_224.augreg2_in21k_ft_in1k,224,96.5,3.5,99.59,0.41,86.57,0.9,bicubic
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,96.5,3.5,99.63,0.37,39.03,0.95,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,96.49,3.51,99.54,0.46,38.88,0.95,bicubic
volo_d1_384.sail_in1k,384,96.49,3.51,99.55,0.45,26.78,1.0,bicubic
efficientvit_l3.r224_in1k,224,96.49,3.51,99.31,0.69,246.04,1.0,bicubic
mambaout_base_wide_rw.sw_e500_in1k,288,96.48,3.52,99.52,0.48,94.45,1.0,bicubic
beit3_base_patch16_224.in22k_ft_in1k,224,96.48,3.52,99.6,0.4,86.66,1.0,bicubic
resnext101_32x16d.fb_wsl_ig1b_ft_in1k,224,96.48,3.52,99.54,0.46,194.03,0.875,bilinear
efficientvit_l2.r256_in1k,256,96.48,3.52,99.39,0.61,63.71,1.0,bicubic
vit_base_r50_s16_384.orig_in21k_ft_in1k,384,96.48,3.52,99.66,0.34,98.95,1.0,bicubic
xcit_small_12_p8_384.fb_dist_in1k,384,96.48,3.52,99.48,0.52,26.21,1.0,bicubic
tf_efficientnetv2_m.in1k,480,96.48,3.52,99.6,0.4,54.14,1.0,bicubic
convnextv2_base.fcmae_ft_in1k,224,96.47,3.53,99.43,0.57,88.72,0.875,bicubic
nextvit_large.bd_in1k_384,384,96.47,3.53,99.55,0.45,57.87,1.0,bicubic
efficientnet_x_b5.sw_r448_e450_in1k,576,96.47,3.53,99.58,0.42,33.44,1.0,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,384,96.46,3.54,99.57,0.43,21.46,1.0,bicubic
volo_d3_224.sail_in1k,224,96.46,3.54,99.61,0.39,86.33,0.96,bicubic
eca_nfnet_l2.ra3_in1k,384,96.46,3.54,99.61,0.39,56.72,1.0,bicubic
hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,96.46,3.54,99.57,0.43,34.36,0.95,bicubic
caformer_s18.sail_in1k_384,384,96.45,3.55,99.57,0.43,26.34,1.0,bicubic
ecaresnet269d.ra2_in1k,352,96.45,3.55,99.61,0.39,102.09,1.0,bicubic
mambaout_base_short_rw.sw_e500_in1k,288,96.45,3.55,99.53,0.47,88.83,1.0,bicubic
resnetrs420.tf_in1k,416,96.44,3.56,99.54,0.46,191.89,1.0,bicubic
mvitv2_large.fb_in1k,224,96.43,3.57,99.44,0.56,217.99,0.9,bicubic
regnetz_e8.ra3_in1k,256,96.43,3.57,99.47,0.53,57.7,0.94,bicubic
regnety_160.swag_lc_in1k,224,96.43,3.57,99.76,0.24,83.59,0.965,bicubic
volo_d2_224.sail_in1k,224,96.42,3.58,99.51,0.49,58.68,0.96,bicubic
ecaresnet269d.ra2_in1k,320,96.42,3.58,99.52,0.48,102.09,0.95,bicubic
seresnextaa101d_32x8d.ah_in1k,288,96.42,3.58,99.52,0.48,93.59,1.0,bicubic
caformer_m36.sail_in1k,224,96.41,3.59,99.53,0.47,56.2,1.0,bicubic
resnetaa101d.sw_in12k_ft_in1k,288,96.41,3.59,99.46,0.54,44.57,1.0,bicubic
vit_base_patch32_clip_384.openai_ft_in12k_in1k,384,96.4,3.6,99.46,0.54,88.3,0.95,bicubic
hgnet_small.ssld_in1k,288,96.4,3.6,99.62,0.38,24.36,1.0,bicubic
tiny_vit_21m_224.dist_in22k_ft_in1k,224,96.4,3.6,99.5,0.5,21.2,0.95,bicubic
mambaout_base_tall_rw.sw_e500_in1k,288,96.4,3.6,99.53,0.47,86.48,1.0,bicubic
convnext_large.fb_in1k,288,96.39,3.61,99.53,0.47,197.77,1.0,bicubic
vit_large_patch16_rope_224.naver_in1k,224,96.39,3.61,99.44,0.56,304.17,0.9,bicubic
swin_base_patch4_window12_384.ms_in1k,384,96.39,3.61,99.42,0.58,87.9,1.0,bicubic
xcit_small_24_p16_384.fb_dist_in1k,384,96.38,3.62,99.58,0.42,47.67,1.0,bicubic
xcit_small_12_p16_384.fb_dist_in1k,384,96.38,3.62,99.47,0.53,26.25,1.0,bicubic
rdnet_large.nv_in1k,224,96.38,3.62,99.52,0.48,186.27,0.9,bicubic
seresnext101d_32x8d.ah_in1k,288,96.38,3.62,99.47,0.53,93.59,1.0,bicubic
dm_nfnet_f3.dm_in1k,320,96.37,3.63,99.59,0.41,254.92,0.94,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,96.37,3.63,99.42,0.58,69.9,0.9,bicubic
vit_base_patch16_clip_224.openai_ft_in1k,224,96.36,3.64,99.57,0.43,86.57,0.9,bicubic
resmlp_big_24_224.fb_in22k_ft_in1k,224,96.36,3.64,99.51,0.49,129.14,0.875,bicubic
maxvit_base_tf_224.in1k,224,96.35,3.65,99.38,0.62,119.47,0.95,bicubic
maxvit_large_tf_224.in1k,224,96.35,3.65,99.4,0.6,211.79,0.95,bicubic
tf_efficientnet_b7.ap_in1k,600,96.35,3.65,99.6,0.4,66.35,0.949,bicubic
tf_efficientnet_b6.ap_in1k,528,96.35,3.65,99.54,0.46,43.04,0.942,bicubic
nextvit_base.bd_in1k_384,384,96.34,3.66,99.58,0.42,44.82,1.0,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,288,96.34,3.66,99.55,0.45,28.64,1.0,bicubic
mambaout_small_rw.sw_e450_in1k,288,96.34,3.66,99.55,0.45,48.5,1.0,bicubic
regnetz_040_h.ra3_in1k,320,96.34,3.66,99.51,0.49,28.94,1.0,bicubic
hiera_base_224.mae_in1k_ft_in1k,224,96.34,3.66,99.35,0.65,51.52,0.9,bicubic
efficientnet_h_b5.sw_r448_e450_in1k,448,96.34,3.66,99.52,0.48,45.88,1.0,bicubic
convnext_base.fb_in1k,288,96.33,3.67,99.48,0.52,88.59,1.0,bicubic
dm_nfnet_f1.dm_in1k,320,96.33,3.67,99.53,0.47,132.63,0.91,bicubic
seresnet152d.ra2_in1k,320,96.33,3.67,99.51,0.49,66.84,1.0,bicubic
vit_base_patch16_clip_224.laion2b_ft_in1k,224,96.33,3.67,99.56,0.44,86.57,1.0,bicubic
regnety_1280.seer_ft_in1k,384,96.33,3.67,99.41,0.59,644.81,1.0,bicubic
resnetrs200.tf_in1k,320,96.32,3.68,99.53,0.47,93.21,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,96.32,3.68,99.38,0.62,32.59,0.95,bicubic
xcit_large_24_p16_224.fb_dist_in1k,224,96.31,3.69,99.48,0.52,189.1,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,96.31,3.69,99.41,0.59,32.59,0.95,bicubic
vit_base_patch16_224.augreg_in21k_ft_in1k,224,96.3,3.7,99.56,0.44,86.57,0.9,bicubic
resnetv2_101x3_bit.goog_in21k_ft_in1k,448,96.3,3.7,99.59,0.41,387.93,1.0,bilinear
fastvit_ma36.apple_dist_in1k,256,96.3,3.7,99.49,0.51,44.07,0.95,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,288,96.3,3.7,99.62,0.38,19.8,1.0,bicubic
resnetv2_50x3_bit.goog_in21k_ft_in1k,448,96.29,3.71,99.63,0.37,217.32,1.0,bilinear
tf_efficientnet_b6.aa_in1k,528,96.29,3.71,99.54,0.46,43.04,0.942,bicubic
maxvit_small_tf_224.in1k,224,96.27,3.73,99.49,0.51,68.93,0.95,bicubic
efficientnetv2_rw_m.agc_in1k,416,96.27,3.73,99.56,0.44,53.24,1.0,bicubic
resnext101_32x8d.fb_swsl_ig1b_ft_in1k,224,96.27,3.73,99.59,0.41,88.79,0.875,bilinear
resnext101_32x16d.fb_swsl_ig1b_ft_in1k,224,96.26,3.74,99.5,0.5,194.03,0.875,bilinear
xcit_medium_24_p16_224.fb_dist_in1k,224,96.26,3.74,99.4,0.6,84.4,1.0,bicubic
vit_large_patch16_rope_mixed_ape_224.naver_in1k,224,96.26,3.74,99.37,0.63,304.4,0.9,bicubic
resnetrs350.tf_in1k,384,96.26,3.74,99.48,0.52,163.96,1.0,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,288,96.26,3.74,99.6,0.4,19.8,1.0,bicubic
efficientvit_l2.r224_in1k,224,96.26,3.74,99.33,0.67,63.71,1.0,bicubic
convformer_s18.sail_in1k_384,384,96.25,3.75,99.54,0.46,26.77,1.0,bicubic
xcit_tiny_24_p8_384.fb_dist_in1k,384,96.25,3.75,99.44,0.56,12.11,1.0,bicubic
convformer_b36.sail_in1k,224,96.25,3.75,99.31,0.69,99.88,1.0,bicubic
convnext_tiny.in12k_ft_in1k,288,96.24,3.76,99.65,0.35,28.59,1.0,bicubic
davit_base.msft_in1k,224,96.24,3.76,99.39,0.61,87.95,0.95,bicubic
coatnet_rmlp_2_rw_224.sw_in1k,224,96.24,3.76,99.28,0.72,73.88,0.95,bicubic
maxxvit_rmlp_small_rw_256.sw_in1k,256,96.23,3.77,99.49,0.51,66.01,0.95,bicubic
deit3_base_patch16_384.fb_in1k,384,96.23,3.77,99.41,0.59,86.88,1.0,bicubic
resnetrs350.tf_in1k,288,96.22,3.78,99.39,0.61,163.96,1.0,bicubic
regnetz_d8_evos.ch_in1k,320,96.22,3.78,99.49,0.51,23.46,1.0,bicubic
deit3_large_patch16_224.fb_in1k,224,96.22,3.78,99.3,0.7,304.37,0.9,bicubic
vit_large_r50_s32_224.augreg_in21k_ft_in1k,224,96.22,3.78,99.53,0.47,328.99,0.9,bicubic
hrnet_w48_ssld.paddle_in1k,224,96.22,3.78,99.51,0.49,77.47,0.95,bilinear
mambaout_small.in1k,288,96.22,3.78,99.43,0.57,48.49,1.0,bicubic
regnety_120.sw_in12k_ft_in1k,224,96.2,3.8,99.53,0.47,51.82,0.95,bicubic
regnetz_040.ra3_in1k,320,96.2,3.8,99.51,0.49,27.12,1.0,bicubic
efficientnetv2_rw_m.agc_in1k,320,96.19,3.81,99.46,0.54,53.24,1.0,bicubic
edgenext_base.in21k_ft_in1k,320,96.19,3.81,99.47,0.53,18.51,1.0,bicubic
convnext_tiny.in12k_ft_in1k,224,96.19,3.81,99.58,0.42,28.59,0.95,bicubic
mambaout_base_wide_rw.sw_e500_in1k,224,96.18,3.82,99.35,0.65,94.45,0.95,bicubic
vit_base_patch16_384.orig_in21k_ft_in1k,384,96.18,3.82,99.52,0.48,86.86,1.0,bicubic
swinv2_base_window16_256.ms_in1k,256,96.17,3.83,99.4,0.6,87.92,0.9,bicubic
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384,384,96.17,3.83,99.5,0.5,236.34,1.0,bicubic
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,224,96.16,3.84,99.32,0.68,41.72,0.95,bicubic
convnext_tiny.fb_in22k_ft_in1k_384,384,96.16,3.84,99.48,0.52,28.59,1.0,bicubic
hgnet_small.ssld_in1k,224,96.16,3.84,99.55,0.45,24.36,0.965,bicubic
mambaout_base.in1k,288,96.16,3.84,99.24,0.76,84.81,1.0,bicubic
vit_large_patch16_rope_ape_224.naver_in1k,224,96.16,3.84,99.48,0.52,304.37,0.9,bicubic
deit3_medium_patch16_224.fb_in22k_ft_in1k,224,96.16,3.84,99.49,0.51,38.85,1.0,bicubic
vit_large_patch16_rope_mixed_224.naver_in1k,224,96.16,3.84,99.45,0.55,304.2,0.9,bicubic
nextvit_small.bd_in1k_384,384,96.14,3.86,99.38,0.62,31.76,1.0,bicubic
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,96.14,3.86,99.31,0.69,34.36,0.95,bicubic
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,96.13,3.87,99.38,0.62,63.95,0.95,bicubic
flexivit_base.1200ep_in1k,240,96.13,3.87,99.4,0.6,86.59,0.95,bicubic
crossvit_18_dagger_408.in1k,408,96.13,3.87,99.46,0.54,44.61,1.0,bicubic
seresnext101_32x8d.ah_in1k,288,96.13,3.87,99.36,0.64,93.57,1.0,bicubic
convformer_s36.sail_in1k,224,96.12,3.88,99.28,0.72,40.01,1.0,bicubic
mambaout_base_tall_rw.sw_e500_in1k,224,96.12,3.88,99.39,0.61,86.48,0.95,bicubic
resnest269e.in1k,416,96.12,3.88,99.52,0.48,110.93,0.928,bicubic
rexnetr_300.sw_in12k_ft_in1k,288,96.12,3.88,99.53,0.47,34.81,1.0,bicubic
efficientvit_b3.r288_in1k,288,96.12,3.88,99.31,0.69,48.65,1.0,bicubic
resnet200d.ra2_in1k,320,96.12,3.88,99.46,0.54,64.69,1.0,bicubic
resnest200e.in1k,320,96.11,3.89,99.48,0.52,70.2,0.909,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,224,96.1,3.9,99.52,0.48,19.8,0.965,bicubic
seresnext101d_32x8d.ah_in1k,224,96.1,3.9,99.3,0.7,93.59,0.95,bicubic
resnetrs420.tf_in1k,320,96.1,3.9,99.47,0.53,191.89,1.0,bicubic
tf_efficientnet_b3.ns_jft_in1k,300,96.1,3.9,99.47,0.53,12.23,0.904,bicubic
rdnet_base.nv_in1k,224,96.09,3.91,99.32,0.68,87.45,0.9,bicubic
tf_efficientnet_b5.ap_in1k,456,96.09,3.91,99.54,0.46,30.39,0.934,bicubic
convformer_s18.sail_in22k_ft_in1k,224,96.09,3.91,99.49,0.51,26.77,1.0,bicubic
caformer_s36.sail_in1k,224,96.09,3.91,99.5,0.5,39.3,1.0,bicubic
xcit_large_24_p8_224.fb_in1k,224,96.09,3.91,99.15,0.85,188.93,1.0,bicubic
resnext101_32x4d.fb_swsl_ig1b_ft_in1k,224,96.08,3.92,99.52,0.48,44.18,0.875,bilinear
convformer_m36.sail_in1k,224,96.08,3.92,99.24,0.76,57.05,1.0,bicubic
tf_efficientnet_b7.aa_in1k,600,96.07,3.93,99.46,0.54,66.35,0.949,bicubic
swin_s3_base_224.ms_in1k,224,96.07,3.93,99.35,0.65,71.13,0.9,bicubic
seresnet152d.ra2_in1k,256,96.07,3.93,99.41,0.59,66.84,0.95,bicubic
vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,96.07,3.93,99.56,0.44,36.47,1.0,bicubic
swinv2_small_window16_256.ms_in1k,256,96.06,3.94,99.34,0.66,49.73,0.9,bicubic
resnetrs270.tf_in1k,352,96.06,3.94,99.5,0.5,129.86,1.0,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,448,96.06,3.94,99.41,0.59,37.76,1.0,bicubic
vit_base_patch16_rope_mixed_ape_224.naver_in1k,224,96.06,3.94,99.41,0.59,86.59,0.9,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,224,96.06,3.94,99.38,0.62,28.64,0.875,bicubic
cs3se_edgenet_x.c2ns_in1k,320,96.05,3.95,99.45,0.55,50.72,1.0,bicubic
vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,96.05,3.95,99.26,0.74,86.43,0.95,bicubic
gcvit_base.in1k,224,96.05,3.95,99.39,0.61,90.32,0.875,bicubic
mambaout_base_short_rw.sw_e500_in1k,224,96.05,3.95,99.35,0.65,88.83,0.95,bicubic
swinv2_base_window8_256.ms_in1k,256,96.05,3.95,99.41,0.59,87.92,0.9,bicubic
vit_base_patch16_224_miil.in21k_ft_in1k,224,96.05,3.95,99.35,0.65,86.54,0.875,bilinear
maxvit_rmlp_tiny_rw_256.sw_in1k,256,96.05,3.95,99.4,0.6,29.15,0.95,bicubic
convnext_large.fb_in1k,224,96.04,3.96,99.47,0.53,197.77,0.875,bicubic
tf_efficientnetv2_m.in1k,384,96.04,3.96,99.5,0.5,54.14,1.0,bicubic
davit_small.msft_in1k,224,96.04,3.96,99.39,0.61,49.75,0.95,bicubic
volo_d1_224.sail_in1k,224,96.03,3.97,99.4,0.6,26.63,0.96,bicubic
swin_small_patch4_window7_224.ms_in22k_ft_in1k,224,96.03,3.97,99.49,0.51,49.61,0.9,bicubic
hgnetv2_b3.ssld_stage2_ft_in1k,288,96.03,3.97,99.59,0.41,16.29,1.0,bicubic
dm_nfnet_f2.dm_in1k,256,96.03,3.97,99.34,0.66,193.78,0.92,bicubic
caformer_s18.sail_in22k_ft_in1k,224,96.03,3.97,99.55,0.45,26.34,1.0,bicubic
regnety_640.seer_ft_in1k,384,96.03,3.97,99.5,0.5,281.38,1.0,bicubic
regnetz_d8.ra3_in1k,320,96.03,3.97,99.52,0.48,23.37,1.0,bicubic
eca_nfnet_l2.ra3_in1k,320,96.03,3.97,99.56,0.44,56.72,0.9,bicubic
mobilenetv4_conv_aa_large.e600_r384_in1k,480,96.03,3.97,99.53,0.47,32.59,1.0,bicubic
efficientnet_x_b5.sw_r448_e450_in1k,448,96.02,3.98,99.44,0.56,33.44,1.0,bicubic
mvitv2_base.fb_in1k,224,96.02,3.98,99.35,0.65,51.47,0.9,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,224,96.02,3.98,99.49,0.51,19.8,0.965,bicubic
mambaout_small_rw.sw_e450_in1k,224,96.01,3.99,99.35,0.65,48.5,1.0,bicubic
cait_xs24_384.fb_dist_in1k,384,96.01,3.99,99.42,0.58,26.67,1.0,bicubic
fastvit_ma36.apple_in1k,256,96.01,3.99,99.36,0.64,44.07,0.95,bicubic
coat_lite_medium.in1k,224,96.0,4.0,99.35,0.65,44.57,0.9,bicubic
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,96.0,4.0,99.49,0.51,38.86,0.95,bicubic
repvit_m2_3.dist_450e_in1k,224,96.0,4.0,99.4,0.6,23.69,0.95,bicubic
seresnextaa101d_32x8d.ah_in1k,224,96.0,4.0,99.35,0.65,93.59,0.95,bicubic
vit_small_patch16_384.augreg_in21k_ft_in1k,384,96.0,4.0,99.6,0.4,22.2,1.0,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,384,95.99,4.01,99.34,0.66,37.76,0.95,bicubic
convnext_small.fb_in1k,288,95.99,4.01,99.43,0.57,50.22,1.0,bicubic
rexnetr_300.sw_in12k_ft_in1k,224,95.99,4.01,99.47,0.53,34.81,0.95,bicubic
vit_base_patch16_rope_mixed_224.naver_in1k,224,95.99,4.01,99.32,0.68,86.44,0.9,bicubic
tf_efficientnet_b5.ra_in1k,456,95.98,4.02,99.46,0.54,30.39,0.934,bicubic
regnetz_040_h.ra3_in1k,256,95.98,4.02,99.39,0.61,28.94,1.0,bicubic
flexivit_base.600ep_in1k,240,95.98,4.02,99.4,0.6,86.59,0.95,bicubic
hgnetv2_b3.ssld_stage1_in22k_in1k,288,95.98,4.02,99.6,0.4,16.29,1.0,bicubic
efficientvit_l1.r224_in1k,224,95.97,4.03,99.12,0.88,52.65,1.0,bicubic
maxvit_rmlp_small_rw_224.sw_in1k,224,95.97,4.03,99.34,0.66,64.9,0.9,bicubic
resnetrs152.tf_in1k,320,95.96,4.04,99.38,0.62,86.62,1.0,bicubic
xcit_small_12_p8_224.fb_dist_in1k,224,95.96,4.04,99.42,0.58,26.21,1.0,bicubic
xcit_small_24_p8_224.fb_in1k,224,95.96,4.04,99.18,0.82,47.63,1.0,bicubic
pvt_v2_b5.in1k,224,95.96,4.04,99.39,0.61,81.96,0.9,bicubic
resnext101_32x8d.fb_wsl_ig1b_ft_in1k,224,95.95,4.05,99.4,0.6,88.79,0.875,bilinear
pvt_v2_b4.in1k,224,95.95,4.05,99.35,0.65,62.56,0.9,bicubic
flexivit_base.300ep_in1k,240,95.95,4.05,99.36,0.64,86.59,0.95,bicubic
fastvit_sa36.apple_dist_in1k,256,95.95,4.05,99.37,0.63,31.53,0.9,bicubic
eca_nfnet_l1.ra2_in1k,320,95.94,4.06,99.49,0.51,41.41,1.0,bicubic
convnext_base.fb_in1k,224,95.94,4.06,99.38,0.62,88.59,0.875,bicubic
gcvit_small.in1k,224,95.92,4.08,99.27,0.73,51.09,0.875,bicubic
repvgg_d2se.rvgg_in1k,320,95.92,4.08,99.49,0.51,133.33,1.0,bilinear
inception_next_base.sail_in1k,224,95.91,4.09,99.23,0.77,86.67,0.95,bicubic
vit_base_patch32_384.augreg_in21k_ft_in1k,384,95.91,4.09,99.44,0.56,88.3,1.0,bicubic
regnety_160.deit_in1k,288,95.9,4.1,99.56,0.44,83.59,1.0,bicubic
swin_base_patch4_window7_224.ms_in1k,224,95.9,4.1,99.3,0.7,87.77,0.9,bicubic
vit_medium_patch16_reg1_gap_256.sbb_in1k,256,95.9,4.1,99.36,0.64,38.88,0.95,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,300,95.9,4.1,99.36,0.64,21.46,1.0,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,95.9,4.1,99.26,0.74,37.76,0.95,bicubic
mvitv2_small.fb_in1k,224,95.89,4.11,99.42,0.58,34.87,0.9,bicubic
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,95.89,4.11,99.34,0.66,38.74,0.95,bicubic
xcit_medium_24_p8_224.fb_in1k,224,95.89,4.11,99.09,0.91,84.32,1.0,bicubic
focalnet_base_srf.ms_in1k,224,95.89,4.11,99.36,0.64,88.15,0.9,bicubic
tf_efficientnet_b5.aa_in1k,456,95.89,4.11,99.36,0.64,30.39,0.934,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,448,95.88,4.12,99.45,0.55,37.76,1.0,bicubic
nextvit_large.bd_in1k,224,95.88,4.12,99.41,0.59,57.87,0.95,bicubic
edgenext_base.in21k_ft_in1k,256,95.88,4.12,99.41,0.59,18.51,0.95,bicubic
resmlp_big_24_224.fb_distilled_in1k,224,95.87,4.13,99.44,0.56,129.14,0.875,bicubic
regnety_080.ra3_in1k,288,95.87,4.13,99.45,0.55,39.18,1.0,bicubic
regnetz_d32.ra3_in1k,320,95.87,4.13,99.44,0.56,27.58,0.95,bicubic
fasternet_l.in1k,224,95.87,4.13,99.35,0.65,93.47,1.0,bicubic
naflexvit_base_patch16_parfac_gap.e300_s576_in1k,384,95.87,4.13,99.16,0.84,86.46,1.0,bicubic
pit_b_distilled_224.in1k,224,95.86,4.14,99.2,0.8,74.79,0.9,bicubic
sequencer2d_l.in1k,224,95.86,4.14,99.47,0.53,54.3,0.875,bicubic
swin_s3_small_224.ms_in1k,224,95.85,4.15,99.19,0.81,49.74,0.9,bicubic
resnet152d.ra2_in1k,320,95.85,4.15,99.43,0.57,60.21,1.0,bicubic
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,95.85,4.15,99.41,0.59,22.52,0.95,bicubic
tresnet_v2_l.miil_in21k_ft_in1k,224,95.84,4.16,99.29,0.71,46.17,0.875,bilinear
focalnet_base_lrf.ms_in1k,224,95.84,4.16,99.17,0.83,88.75,0.9,bicubic
mambaout_base.in1k,224,95.84,4.16,99.1,0.9,84.81,1.0,bicubic
resnext101_64x4d.tv_in1k,224,95.84,4.16,99.32,0.68,83.46,0.875,bilinear
tf_efficientnet_b5.in1k,456,95.84,4.16,99.4,0.6,30.39,0.934,bicubic
crossvit_15_dagger_408.in1k,408,95.83,4.17,99.3,0.7,28.5,1.0,bicubic
efficientvit_b3.r256_in1k,256,95.83,4.17,99.19,0.81,48.65,1.0,bicubic
maxvit_tiny_tf_224.in1k,224,95.83,4.17,99.25,0.75,30.92,0.95,bicubic
hiera_small_224.mae_in1k_ft_in1k,224,95.83,4.17,99.22,0.78,35.01,0.9,bicubic
resnetaa101d.sw_in12k_ft_in1k,224,95.83,4.17,99.29,0.71,44.57,0.95,bicubic
regnetz_d8.ra3_in1k,256,95.83,4.17,99.31,0.69,23.37,0.94,bicubic
regnety_064.ra3_in1k,288,95.83,4.17,99.3,0.7,30.58,1.0,bicubic
resnetrs270.tf_in1k,256,95.83,4.17,99.41,0.59,129.86,1.0,bicubic
deit3_small_patch16_224.fb_in22k_ft_in1k,224,95.82,4.18,99.41,0.59,22.06,1.0,bicubic
rdnet_small.nv_in1k,224,95.82,4.18,99.42,0.58,50.44,0.9,bicubic
resnetrs200.tf_in1k,256,95.82,4.18,99.35,0.65,93.21,1.0,bicubic
convnextv2_tiny.fcmae_ft_in1k,288,95.81,4.19,99.34,0.66,28.64,1.0,bicubic
regnety_320.seer_ft_in1k,384,95.8,4.2,99.39,0.61,145.05,1.0,bicubic
regnetz_d8_evos.ch_in1k,256,95.8,4.2,99.4,0.6,23.46,0.95,bicubic
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,95.8,4.2,99.27,0.73,60.23,0.95,bicubic
seresnext101_32x8d.ah_in1k,224,95.8,4.2,99.26,0.74,93.57,0.95,bicubic
xcit_small_24_p16_224.fb_dist_in1k,224,95.8,4.2,99.35,0.65,47.67,1.0,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in1k,256,95.79,4.21,99.28,0.72,38.88,0.95,bicubic
deit3_base_patch16_224.fb_in1k,224,95.79,4.21,99.26,0.74,86.59,0.9,bicubic
hgnetv2_b3.ssld_stage2_ft_in1k,224,95.79,4.21,99.39,0.61,16.29,0.965,bicubic
edgenext_base.usi_in1k,320,95.79,4.21,99.58,0.42,18.51,1.0,bicubic
regnetv_064.ra3_in1k,288,95.79,4.21,99.42,0.58,30.58,1.0,bicubic
resnet152.a1h_in1k,288,95.78,4.22,99.44,0.56,60.19,1.0,bicubic
convnextv2_nano.fcmae_ft_in22k_in1k_384,384,95.78,4.22,99.3,0.7,15.62,1.0,bicubic
edgenext_base.usi_in1k,256,95.77,4.23,99.42,0.58,18.51,0.95,bicubic
swinv2_small_window8_256.ms_in1k,256,95.77,4.23,99.36,0.64,49.73,0.9,bicubic
vit_base_patch16_rope_ape_224.naver_in1k,224,95.77,4.23,99.34,0.66,86.59,0.9,bicubic
efficientnetv2_rw_s.ra2_in1k,384,95.77,4.23,99.37,0.63,23.94,1.0,bicubic
deit_base_distilled_patch16_224.fb_in1k,224,95.77,4.23,99.28,0.72,87.34,0.9,bicubic
regnetv_040.ra3_in1k,288,95.77,4.23,99.39,0.61,20.64,1.0,bicubic
