model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
tf_efficientnet_b7.ns_jft_in1k,600,77.94,22.06,94.33,5.67,66.35,0.949,bicubic
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,224,77.93,22.07,94.04,5.96,116.14,0.95,bicubic
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,256,77.91,22.09,93.99,6.01,196.74,0.9,bicubic
volo_d5_448.sail_in1k,448,77.91,22.09,94.14,5.86,295.91,1.15,bicubic
convnext_xlarge.fb_in22k_ft_in1k,224,77.89,22.11,94.0,6.0,350.2,0.875,bicubic
convnextv2_large.fcmae_ft_in22k_in1k_384,384,77.88,22.12,94.6,5.4,197.96,1.0,bicubic
caformer_m36.sail_in22k_ft_in1k,224,77.86,22.14,93.96,6.04,56.2,1.0,bicubic
vit_large_patch16_384.augreg_in21k_ft_in1k,384,77.79,22.21,94.31,5.69,304.72,1.0,bicubic
beit_base_patch16_384.in22k_ft_in22k_in1k,384,77.79,22.21,94.32,5.68,86.74,1.0,bicubic
convnext_base.fb_in22k_ft_in1k_384,384,77.79,22.21,94.17,5.83,88.59,1.0,bicubic
nextvit_base.bd_ssld_6m_in1k_384,384,77.77,22.23,94.17,5.83,44.82,1.0,bicubic
volo_d4_448.sail_in1k,448,77.75,22.25,93.92,6.08,193.41,1.15,bicubic
nextvit_large.bd_ssld_6m_in1k_384,384,77.73,22.27,94.36,5.64,57.87,1.0,bicubic
mambaout_base_plus_rw.sw_e150_in12k_ft_in1k,224,77.67,22.33,94.02,5.98,101.66,1.0,bicubic
seresnextaa201d_32x8d.sw_in12k_ft_in1k_384,384,77.65,22.35,94.07,5.93,149.39,1.0,bicubic
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,384,77.63,22.37,94.33,5.67,88.59,1.0,bicubic
tf_efficientnetv2_xl.in21k_ft_in1k,512,77.61,22.39,93.79,6.21,208.12,1.0,bicubic
mambaout_base_plus_rw.sw_e150_in12k_ft_in1k,288,77.61,22.39,94.25,5.75,101.66,1.0,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,320,77.59,22.41,94.05,5.95,93.59,1.0,bicubic
convnext_large.fb_in22k_ft_in1k,224,77.56,22.44,93.97,6.03,197.77,0.875,bicubic
regnety_1280.swag_lc_in1k,224,77.56,22.44,94.46,5.54,644.81,0.965,bicubic
convnextv2_base.fcmae_ft_in22k_in1k_384,384,77.51,22.49,94.35,5.65,88.72,1.0,bicubic
vit_so150m_patch16_reg4_gap_256.sbb_e250_in12k_ft_in1k,256,77.5,22.5,93.98,6.02,134.13,0.95,bicubic
caformer_b36.sail_in1k_384,384,77.48,22.52,93.54,6.46,98.75,1.0,bicubic
convformer_m36.sail_in22k_ft_in1k,224,77.47,22.53,93.81,6.19,57.05,1.0,bicubic
maxvit_base_tf_512.in1k,512,77.46,22.54,93.9,6.1,119.88,1.0,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,288,77.46,22.54,93.82,6.18,93.59,0.95,bicubic
convnext_base.clip_laiona_augreg_ft_in1k_384,384,77.45,22.55,93.92,6.08,88.59,1.0,bicubic
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,224,77.41,22.59,93.54,6.46,73.88,0.95,bicubic
efficientvit_l3.r384_in1k,384,77.41,22.59,93.36,6.64,246.04,1.0,bicubic
tf_efficientnetv2_l.in21k_ft_in1k,480,77.38,22.62,94.22,5.78,118.52,1.0,bicubic
vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,77.38,22.62,93.69,6.31,60.6,1.0,bicubic
swin_base_patch4_window12_384.ms_in22k_ft_in1k,384,77.38,22.62,94.32,5.68,87.9,1.0,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k,288,77.33,22.67,93.81,6.19,93.59,1.0,bicubic
hgnetv2_b6.ssld_stage1_in22k_in1k,288,77.32,22.68,94.23,5.77,75.26,1.0,bicubic
hgnetv2_b6.ssld_stage2_ft_in1k,288,77.31,22.69,94.25,5.75,75.26,1.0,bicubic
