model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
deit3_huge_patch14_224.fb_in1k,224,43.811,56.189,64.3282,35.6718,632.13,0.9,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,288,43.7934,56.2066,66.3935,33.6065,19.8,1.0,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,43.6165,56.3835,64.1062,35.8938,60.4,0.95,bicubic
convnext_small.fb_in22k_ft_in1k,224,43.6106,56.3894,66.5645,33.4355,50.22,0.875,bicubic
convnext_small.fb_in22k_ft_in1k,288,43.5929,56.4071,66.4466,33.5534,50.22,1.0,bicubic
deit3_large_patch16_224.fb_in1k,224,43.5575,56.4425,63.4813,36.5187,304.37,0.9,bicubic
vit_base_r50_s16_384.orig_in21k_ft_in1k,384,43.532,56.468,66.8003,33.1997,98.95,1.0,bicubic
hgnet_small.ssld_in1k,288,43.5124,56.4876,65.7215,34.2785,24.36,1.0,bicubic
tf_efficientnet_b4.ns_jft_in1k,380,43.4436,56.5564,65.464,34.536,19.34,0.922,bicubic
regnety_120.sw_in12k_ft_in1k,224,43.4003,56.5997,65.5957,34.4043,51.82,0.95,bicubic
dm_nfnet_f3.dm_in1k,320,43.3041,56.6959,64.228,35.772,254.92,0.94,bicubic
efficientvit_l3.r384_in1k,384,43.2883,56.7117,63.1728,36.8272,246.04,1.0,bicubic
volo_d5_224.sail_in1k,224,43.2824,56.7176,64.1042,35.8958,295.46,0.96,bicubic
deit3_medium_patch16_224.fb_in22k_ft_in1k,224,43.2667,56.7333,64.9119,35.0881,38.85,1.0,bicubic
vit_base_patch16_224.augreg_in21k_ft_in1k,224,43.2608,56.7392,65.7116,34.2884,86.57,0.9,bicubic
volo_d4_448.sail_in1k,448,43.1292,56.8708,64.1278,35.8722,193.41,1.15,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,224,43.0859,56.9141,65.1123,34.8877,19.8,0.965,bicubic
hgnetv2_b3.ssld_stage2_ft_in1k,224,42.968,57.032,65.0927,34.9073,16.29,0.965,bicubic
efficientvit_l3.r320_in1k,320,42.9562,57.0438,62.3828,37.6172,246.04,1.0,bicubic
tf_efficientnetv2_l.in1k,384,42.8855,57.1145,64.0708,35.9292,118.52,1.0,bicubic
dm_nfnet_f4.dm_in1k,384,42.8698,57.1302,63.4715,36.5285,316.07,0.951,bicubic
efficientnet_b5.sw_in12k_ft_in1k,448,42.8698,57.1302,65.4051,34.5949,30.39,1.0,bicubic
xcit_large_24_p8_384.fb_dist_in1k,384,42.8639,57.1361,63.3713,36.6287,188.93,1.0,bicubic
regnety_160.lion_in12k_ft_in1k,288,42.7637,57.2363,64.228,35.772,83.59,1.0,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,42.7283,57.2717,64.0119,35.9881,38.88,0.95,bicubic
regnety_160.sw_in12k_ft_in1k,288,42.7185,57.2815,64.3223,35.6777,83.59,1.0,bicubic
convnext_small.in12k_ft_in1k,288,42.6811,57.3189,64.3145,35.6855,50.22,1.0,bicubic
maxvit_small_tf_512.in1k,512,42.6654,57.3346,64.5621,35.4379,69.13,1.0,bicubic
efficientvit_l3.r224_in1k,224,42.6418,57.3582,62.3062,37.6938,246.04,1.0,bicubic
xcit_large_24_p8_224.fb_dist_in1k,224,42.5731,57.4269,63.104,36.896,188.93,1.0,bicubic
caformer_b36.sail_in1k,224,42.4709,57.5291,62.8702,37.1298,98.75,1.0,bicubic
caformer_b36.sail_in1k_384,384,42.4473,57.5527,62.8151,37.1849,98.75,1.0,bicubic
maxvit_large_tf_224.in1k,224,42.4296,57.5704,63.3929,36.6071,211.79,0.95,bicubic
tf_efficientnet_b8.ra_in1k,672,42.4217,57.5783,64.8234,35.1766,87.41,0.954,bicubic
cait_m36_384.fb_dist_in1k,384,42.3923,57.6077,63.3496,36.6504,271.22,1.0,bicubic
mambaout_base_wide_rw.sw_e500_in1k,224,42.3117,57.6883,62.3003,37.6997,94.45,0.95,bicubic
volo_d4_224.sail_in1k,224,42.3097,57.6903,62.994,37.006,192.96,0.96,bicubic
hgnetv2_b3.ssld_stage1_in22k_in1k,224,42.1152,57.8848,64.059,35.941,16.29,0.965,bicubic
efficientvit_l2.r288_in1k,288,42.0838,57.9162,61.4042,38.5958,63.71,1.0,bicubic
efficientvit_l3.r256_in1k,256,42.072,57.928,61.5418,38.4582,246.04,1.0,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,42.068,57.932,61.7363,38.2637,69.9,0.9,bicubic
caformer_s18.sail_in22k_ft_in1k_384,384,42.0228,57.9772,64.7704,35.2296,26.34,1.0,bicubic
deit3_small_patch16_384.fb_in22k_ft_in1k,384,41.9639,58.0361,64.5503,35.4497,22.21,1.0,bicubic
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,41.9148,58.0852,63.721,36.279,39.03,0.95,bicubic
maxvit_tiny_tf_512.in1k,512,41.8676,58.1324,63.5776,36.4224,31.05,1.0,bicubic
efficientnetv2_rw_m.agc_in1k,320,41.8479,58.1521,62.6383,37.3617,53.24,1.0,bicubic
caformer_s36.sail_in1k_384,384,41.7733,58.2267,62.768,37.232,39.3,1.0,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,288,41.7065,58.2935,63.7269,36.2731,19.8,1.0,bicubic
hgnet_tiny.ssld_in1k,224,41.675,58.325,63.5776,36.4224,14.74,0.965,bicubic
mambaout_base_wide_rw.sw_e500_in1k,288,41.6691,58.3309,61.9898,38.0102,94.45,1.0,bicubic
regnetz_e8.ra3_in1k,256,41.6534,58.3466,63.2927,36.7073,57.7,0.94,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,224,41.6396,58.3604,63.8409,36.1591,28.64,0.875,bicubic
efficientnet_h_b5.sw_r448_e450_in1k,448,41.6357,58.3643,62.9547,37.0453,45.88,1.0,bicubic
swin_small_patch4_window7_224.ms_in22k_ft_in1k,224,41.6023,58.3977,64.5542,35.4458,49.61,0.9,bicubic
convformer_s18.sail_in22k_ft_in1k_384,384,41.563,58.437,63.3575,36.6425,26.77,1.0,bicubic
regnety_2560.seer_ft_in1k,384,41.5532,58.4468,64.906,35.094,1282.6,1.0,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,300,41.5296,58.4704,64.5562,35.4438,21.46,1.0,bicubic
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,224,41.4942,58.5058,61.4848,38.5152,41.72,0.95,bicubic
caformer_m36.sail_in1k_384,384,41.4883,58.5117,61.532,38.468,56.2,1.0,bicubic
tf_efficientnet_b7.ap_in1k,600,41.4589,58.5411,62.8721,37.1279,66.35,0.949,bicubic
tf_efficientnet_b7.ra_in1k,600,41.4392,58.5608,63.0588,36.9412,66.35,0.949,bicubic
hgnetv2_b3.ssld_stage2_ft_in1k,288,41.4215,58.5785,63.6876,36.3124,16.29,1.0,bicubic
vit_base_patch16_rope_mixed_224.naver_in1k,224,41.4137,58.5863,61.2117,38.7883,86.44,0.9,bicubic
tf_efficientnet_b5.ap_in1k,456,41.392,58.608,62.1195,37.8805,30.39,0.934,bicubic
dm_nfnet_f5.dm_in1k,544,41.3351,58.6649,62.0193,37.9807,377.21,0.954,bicubic
regnety_120.sw_in12k_ft_in1k,288,41.3233,58.6767,63.2003,36.7997,51.82,1.0,bicubic
dm_nfnet_f3.dm_in1k,416,41.3076,58.6924,62.1352,37.8648,254.92,0.94,bicubic
resnetv2_152x4_bit.goog_in21k_ft_in1k,480,41.3036,58.6964,64.3597,35.6403,936.53,1.0,bilinear
convnextv2_base.fcmae_ft_in1k,224,41.2663,58.7337,61.4298,38.5702,88.72,0.875,bicubic
caformer_s18.sail_in22k_ft_in1k,224,41.1916,58.8084,63.9058,36.0942,26.34,1.0,bicubic
dm_nfnet_f6.dm_in1k,576,41.1838,58.8162,62.821,37.179,438.36,0.956,bicubic
vit_base_patch16_rope_mixed_ape_224.naver_in1k,224,41.1798,58.8202,61.2293,38.7707,86.59,0.9,bicubic
tf_efficientnet_b6.ap_in1k,528,41.1169,58.8831,62.3769,37.6231,43.04,0.942,bicubic
convnext_tiny.in12k_ft_in1k_384,384,41.0973,58.9027,62.825,37.175,28.59,1.0,bicubic
efficientvit_l2.r224_in1k,224,41.0737,58.9263,60.7263,39.2737,63.71,1.0,bicubic
xcit_large_24_p16_384.fb_dist_in1k,384,41.0423,58.9577,61.2647,38.7353,189.1,1.0,bicubic
tf_efficientnetv2_l.in1k,480,40.9971,59.0029,62.0272,37.9728,118.52,1.0,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,384,40.9971,59.0029,63.8507,36.1493,21.46,1.0,bicubic
xcit_large_24_p16_224.fb_dist_in1k,224,40.9794,59.0206,61.3335,38.6665,189.1,1.0,bicubic
hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,40.9244,59.0756,62.5577,37.4423,34.36,0.95,bicubic
maxvit_base_tf_224.in1k,224,40.8831,59.1169,61.1822,38.8178,119.47,0.95,bicubic
maxvit_small_tf_384.in1k,384,40.8576,59.1424,62.0802,37.9198,69.02,1.0,bicubic
edgenext_base.in21k_ft_in1k,320,40.8379,59.1621,61.7579,38.2421,18.51,1.0,bicubic
mambaout_base_short_rw.sw_e500_in1k,224,40.8104,59.1896,60.8049,39.1951,88.83,0.95,bicubic
resnetrs350.tf_in1k,288,40.7298,59.2702,61.587,38.413,163.96,1.0,bicubic
efficientvit_l2.r256_in1k,256,40.6748,59.3252,60.5986,39.4014,63.71,1.0,bicubic
hrnet_w18_ssld.paddle_in1k,224,40.6434,59.3566,62.3042,37.6958,21.3,0.95,bilinear
xcit_medium_24_p8_224.fb_dist_in1k,224,40.5078,59.4922,60.5141,39.4859,84.32,1.0,bicubic
tf_efficientnetv2_m.in1k,384,40.494,59.506,61.7992,38.2008,54.14,1.0,bicubic
rexnetr_300.sw_in12k_ft_in1k,224,40.4901,59.5099,63.159,36.841,34.81,0.95,bicubic
vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,40.4803,59.5197,62.7739,37.2261,36.47,1.0,bicubic
tf_efficientnet_b4.ap_in1k,380,40.4763,59.5237,61.7462,38.2538,19.34,0.922,bicubic
vit_base_patch16_rope_224.naver_in1k,224,40.4331,59.5669,60.5475,39.4525,86.43,0.9,bicubic
mambaout_base_tall_rw.sw_e500_in1k,224,40.4311,59.5689,60.3962,39.6038,86.48,0.95,bicubic
hgnetv2_b3.ssld_stage1_in22k_in1k,288,40.3977,59.6023,62.4948,37.5052,16.29,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,40.3859,59.6141,61.9603,38.0397,32.59,0.95,bicubic
deit3_base_patch16_224.fb_in1k,224,40.3781,59.6219,60.1662,39.8338,86.59,0.9,bicubic
inception_next_base.sail_in1k_384,384,40.3388,59.6612,60.7872,39.2128,86.67,1.0,bicubic
convformer_s18.sail_in22k_ft_in1k,224,40.3073,59.6927,61.7226,38.2774,26.77,1.0,bicubic
ecaresnet269d.ra2_in1k,320,40.2955,59.7045,61.1055,38.8945,102.09,0.95,bicubic
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,40.2897,59.7103,61.6656,38.3344,38.86,0.95,bicubic
flexivit_large.600ep_in1k,240,40.27,59.73,60.3569,39.6431,304.36,0.95,bicubic
hgnet_tiny.ssld_in1k,288,40.2307,59.7693,61.8287,38.1713,14.74,1.0,bicubic
efficientnet_x_b5.sw_r448_e450_in1k,448,40.1914,59.8086,60.911,39.089,33.44,1.0,bicubic
deit3_small_patch16_224.fb_in22k_ft_in1k,224,40.1835,59.8165,61.8601,38.1399,22.06,1.0,bicubic
vit_base_patch16_224_miil.in21k_ft_in1k,224,40.1835,59.8165,60.8914,39.1086,86.54,0.875,bilinear
convnext_tiny.in12k_ft_in1k,224,40.1698,59.8302,61.5752,38.4248,28.59,0.95,bicubic
regnetz_e8.ra3_in1k,320,40.1324,59.8676,61.3119,38.6881,57.7,1.0,bicubic
xcit_medium_24_p8_384.fb_dist_in1k,384,40.1226,59.8774,60.5219,39.4781,84.32,1.0,bicubic
maxvit_rmlp_small_rw_224.sw_in1k,224,40.1148,59.8852,59.4785,40.5215,64.9,0.9,bicubic
rdnet_base.nv_in1k,224,40.1049,59.8951,60.1997,39.8003,87.45,0.9,bicubic
convnext_large.fb_in1k,224,40.1049,59.8951,60.1093,39.8907,197.77,0.875,bicubic
efficientvit_l1.r224_in1k,224,40.101,59.899,59.5099,40.4901,52.65,1.0,bicubic
vit_base_patch16_rope_ape_224.naver_in1k,224,40.0971,59.9029,60.0424,39.9576,86.59,0.9,bicubic
flexivit_large.1200ep_in1k,240,40.0833,59.9167,60.6379,39.3621,304.36,0.95,bicubic
maxvit_tiny_tf_384.in1k,384,40.0538,59.9462,60.9641,39.0359,30.98,1.0,bicubic
hiera_base_224.mae_in1k_ft_in1k,224,40.0479,59.9521,60.7617,39.2383,51.52,0.9,bicubic
flexivit_large.300ep_in1k,240,40.0145,59.9855,59.9894,40.0106,304.36,0.95,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,480,39.9988,60.0012,61.7226,38.2774,32.59,1.0,bicubic
edgenext_base.in21k_ft_in1k,256,39.9811,60.0189,61.2117,38.7883,18.51,0.95,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,288,39.9595,60.0405,61.8169,38.1831,28.64,1.0,bicubic
xcit_medium_24_p16_384.fb_dist_in1k,384,39.9379,60.0621,60.2114,39.7886,84.4,1.0,bicubic
dm_nfnet_f4.dm_in1k,512,39.9222,60.0778,60.4138,39.5862,316.07,0.951,bicubic
hgnetv2_b2.ssld_stage1_in22k_in1k,224,39.9163,60.0837,61.6774,38.3226,11.22,0.965,bicubic
mambaout_base_short_rw.sw_e500_in1k,288,39.8514,60.1486,59.901,40.099,88.83,1.0,bicubic
rdnet_small.nv_in1k,224,39.82,60.18,60.3176,39.6824,50.44,0.9,bicubic
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,39.7984,60.2016,59.8066,40.1934,63.95,0.95,bicubic
convnext_tiny.fb_in22k_ft_in1k_384,384,39.7984,60.2016,61.53,38.47,28.59,1.0,bicubic
cait_s36_384.fb_dist_in1k,384,39.7669,60.2331,60.4689,39.5311,68.37,1.0,bicubic
convnextv2_base.fcmae_ft_in1k,288,39.761,60.239,59.8499,40.1501,88.72,1.0,bicubic
volo_d3_448.sail_in1k,448,39.7041,60.2959,59.7693,40.2307,86.63,1.0,bicubic
efficientnetv2_rw_m.agc_in1k,416,39.6726,60.3274,59.6907,40.3093,53.24,1.0,bicubic
xception65.ra3_in1k,299,39.649,60.351,60.9307,39.0693,39.92,0.94,bicubic
efficientvit_l2.r384_in1k,384,39.6431,60.3569,59.4647,40.5353,63.71,1.0,bicubic
caformer_m36.sail_in1k,224,39.6176,60.3824,58.6983,41.3017,56.2,1.0,bicubic
ecaresnet269d.ra2_in1k,352,39.6038,60.3962,60.3549,39.6451,102.09,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,39.5921,60.4079,60.742,39.258,32.59,0.95,bicubic
eca_nfnet_l2.ra3_in1k,320,39.5881,60.4119,60.5396,39.4604,56.72,0.9,bicubic
resnetrs420.tf_in1k,320,39.5567,60.4433,60.3058,39.6942,191.89,1.0,bicubic
caformer_s36.sail_in1k,224,39.5469,60.4531,59.7791,40.2209,39.3,1.0,bicubic
convformer_b36.sail_in1k,224,39.5449,60.4551,58.0852,41.9148,99.88,1.0,bicubic
efficientnet_h_b5.sw_r448_e450_in1k,576,39.5036,60.4964,60.3863,39.6137,45.88,1.0,bicubic
tf_efficientnet_b3.ns_jft_in1k,300,39.4997,60.5003,61.4258,38.5742,12.23,0.904,bicubic
volo_d3_224.sail_in1k,224,39.4859,60.5141,59.8735,40.1265,86.33,0.96,bicubic
convnext_large.fb_in1k,288,39.4683,60.5317,59.2328,40.7672,197.77,1.0,bicubic
hgnetv2_b2.ssld_stage2_ft_in1k,224,39.4683,60.5317,61.2392,38.7608,11.22,0.965,bicubic
deit3_base_patch16_384.fb_in1k,384,39.4172,60.5828,58.9499,41.0501,86.88,1.0,bicubic
mambaout_base_tall_rw.sw_e500_in1k,288,39.3366,60.6634,59.671,40.329,86.48,1.0,bicubic
xcit_small_24_p8_224.fb_dist_in1k,224,39.3209,60.6791,59.4195,40.5805,47.63,1.0,bicubic
xcit_medium_24_p16_224.fb_dist_in1k,224,39.2835,60.7165,59.4824,40.5176,84.4,1.0,bicubic
inception_next_base.sail_in1k,224,39.2717,60.7283,59.2643,40.7357,86.67,0.95,bicubic
convformer_m36.sail_in1k,224,39.2423,60.7577,57.6451,42.3549,57.05,1.0,bicubic
efficientnet_b4.ra2_in1k,320,39.201,60.799,59.9422,40.0578,19.34,0.875,bicubic
coat_lite_medium_384.in1k,384,39.1853,60.8147,59.2898,40.7102,44.57,1.0,bicubic
efficientnetv2_rw_s.ra2_in1k,288,39.1538,60.8462,59.5924,40.4076,23.94,1.0,bicubic
efficientnet_b4.ra2_in1k,384,39.1342,60.8658,59.6593,40.3407,19.34,1.0,bicubic
tiny_vit_11m_224.dist_in22k_ft_in1k,224,39.1204,60.8796,61.0328,38.9672,11.0,0.95,bicubic
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,39.0811,60.9189,58.8221,41.1779,60.23,0.95,bicubic
hrnet_w18_ssld.paddle_in1k,288,39.0792,60.9208,60.6379,39.3621,21.3,1.0,bilinear
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,544,39.032,60.968,60.5455,39.4545,32.59,1.0,bicubic
xcit_small_24_p8_384.fb_dist_in1k,384,39.03,60.97,59.2053,40.7947,47.63,1.0,bicubic
vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,39.0222,60.9778,58.6335,41.3665,86.43,0.95,bicubic
tresnet_v2_l.miil_in21k_ft_in1k,224,39.0084,60.9916,59.4785,40.5215,46.17,0.875,bilinear
dm_nfnet_f2.dm_in1k,256,39.0084,60.9916,59.1405,40.8595,193.78,0.92,bicubic
maxvit_small_tf_224.in1k,224,39.0045,60.9955,59.3016,40.6984,68.93,0.95,bicubic
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384,384,38.9888,61.0112,62.487,37.513,236.34,1.0,bicubic
seresnext101d_32x8d.ah_in1k,224,38.9455,61.0545,58.942,41.058,93.59,0.95,bicubic
convformer_b36.sail_in1k_384,384,38.9436,61.0564,58.3977,41.6023,99.88,1.0,bicubic
mambaout_small_rw.sw_e450_in1k,224,38.8964,61.1036,58.8202,41.1798,48.5,1.0,bicubic
convnext_tiny.in12k_ft_in1k,288,38.8827,61.1173,59.8754,40.1246,28.59,1.0,bicubic
coatnet_rmlp_2_rw_224.sw_in1k,224,38.8669,61.1331,58.0813,41.9187,73.88,0.95,bicubic
vit_base_patch32_384.augreg_in21k_ft_in1k,384,38.8276,61.1724,60.3372,39.6628,88.3,1.0,bicubic
nextvit_large.bd_in1k_384,384,38.8237,61.1763,59.8184,40.1816,57.87,1.0,bicubic
regnetz_d32.ra3_in1k,256,38.7746,61.2254,60.0366,39.9634,27.58,0.95,bicubic
tf_efficientnetv2_m.in1k,480,38.7569,61.2431,59.8538,40.1462,54.14,1.0,bicubic
hgnetv2_b2.ssld_stage1_in22k_in1k,288,38.7431,61.2569,60.2999,39.7001,11.22,1.0,bicubic
eca_nfnet_l2.ra3_in1k,384,38.7314,61.2686,59.504,40.496,56.72,1.0,bicubic
efficientvit_b3.r288_in1k,288,38.694,61.306,58.4095,41.5905,48.65,1.0,bicubic
resnet200d.ra2_in1k,256,38.6901,61.3099,59.3507,40.6493,64.69,0.95,bicubic
efficientvit_b3.r256_in1k,256,38.6822,61.3178,58.6512,41.3488,48.65,1.0,bicubic
resnet152d.ra2_in1k,256,38.6724,61.3276,59.3095,40.6905,60.21,0.95,bicubic
xcit_small_12_p8_384.fb_dist_in1k,384,38.6685,61.3315,58.999,41.001,26.21,1.0,bicubic
davit_small.msft_in1k,224,38.6508,61.3492,58.2051,41.7949,49.75,0.95,bicubic
resnetrs270.tf_in1k,256,38.6095,61.3905,59.2997,40.7003,129.86,1.0,bicubic
regnetz_040_h.ra3_in1k,256,38.5918,61.4082,59.2604,40.7396,28.94,1.0,bicubic
convformer_m36.sail_in1k_384,384,38.5525,61.4475,57.7276,42.2724,57.05,1.0,bicubic
mvitv2_small.fb_in1k,224,38.5447,61.4553,58.1187,41.8813,34.87,0.9,bicubic
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,38.5407,61.4593,58.7848,41.2152,38.74,0.95,bicubic
davit_base.msft_in1k,224,38.5014,61.4986,57.5134,42.4866,87.95,0.95,bicubic
xcit_small_24_p16_384.fb_dist_in1k,384,38.4975,61.5025,58.4036,41.5964,47.67,1.0,bicubic
resnetaa101d.sw_in12k_ft_in1k,224,38.4916,61.5084,59.2879,40.7121,44.57,0.95,bicubic
mvitv2_base.fb_in1k,224,38.4621,61.5379,57.9202,42.0798,51.47,0.9,bicubic
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,38.4621,61.5379,59.3822,40.6178,22.52,0.95,bicubic
convnext_tiny.fb_in22k_ft_in1k,224,38.4582,61.5418,60.4394,39.5606,28.59,0.875,bicubic
xcit_small_12_p8_224.fb_dist_in1k,224,38.4543,61.5457,58.8359,41.1641,26.21,1.0,bicubic
rexnetr_300.sw_in12k_ft_in1k,288,38.4111,61.5889,60.5691,39.4309,34.81,1.0,bicubic
convformer_s36.sail_in1k,224,38.4032,61.5968,57.7197,42.2803,40.01,1.0,bicubic
fastvit_ma36.apple_dist_in1k,256,38.3855,61.6145,58.4861,41.5139,44.07,0.95,bicubic
hgnetv2_b2.ssld_stage2_ft_in1k,288,38.3776,61.6224,59.8224,40.1776,11.22,1.0,bicubic
seresnextaa101d_32x8d.ah_in1k,224,38.3659,61.6341,58.3564,41.6436,93.59,0.95,bicubic
tf_efficientnet_b5.ra_in1k,456,38.3541,61.6459,59.9304,40.0696,30.39,0.934,bicubic
dm_nfnet_f1.dm_in1k,224,38.2833,61.7167,58.1324,41.8676,132.63,0.91,bicubic
deit_base_distilled_patch16_384.fb_in1k,384,38.2499,61.7501,57.7964,42.2036,87.63,1.0,bicubic
convnext_base.fb_in1k,224,38.2362,61.7638,58.2189,41.7811,88.59,0.875,bicubic
seresnet152d.ra2_in1k,256,38.1438,61.8562,58.4232,41.5768,66.84,0.95,bicubic
xcit_large_24_p8_224.fb_in1k,224,38.1379,61.8621,57.8711,42.1289,188.93,1.0,bicubic
vit_base_patch16_384.orig_in21k_ft_in1k,384,38.1261,61.8739,60.4335,39.5665,86.86,1.0,bicubic
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,38.0849,61.9151,58.2857,41.7143,34.36,0.95,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,38.0554,61.9446,58.6708,41.3292,37.76,0.95,bicubic
resnetv2_152x2_bit.goog_in21k_ft_in1k,448,38.0063,61.9937,61.1724,38.8276,236.34,1.0,bilinear
repvit_m2_3.dist_450e_in1k,224,37.9886,62.0114,58.1737,41.8263,23.69,0.95,bicubic
pvt_v2_b4.in1k,224,37.9532,62.0468,58.213,41.787,62.56,0.9,bicubic
efficientnet_x_b5.sw_r448_e450_in1k,576,37.9434,62.0566,58.606,41.394,33.44,1.0,bicubic
mambaout_small_rw.sw_e450_in1k,288,37.9178,62.0822,57.8612,42.1388,48.5,1.0,bicubic
regnetz_040.ra3_in1k,256,37.9119,62.0881,57.9438,42.0562,27.12,1.0,bicubic
cait_s24_384.fb_dist_in1k,384,37.908,62.092,58.0676,41.9324,47.06,1.0,bicubic
coat_lite_medium.in1k,224,37.8962,62.1038,57.8239,42.1761,44.57,0.9,bicubic
convnextv2_nano.fcmae_ft_in22k_in1k_384,384,37.8864,62.1136,59.4431,40.5569,15.62,1.0,bicubic
resnet152d.ra2_in1k,320,37.8746,62.1254,58.3839,41.6161,60.21,1.0,bicubic
nextvit_large.bd_in1k,224,37.8667,62.1333,58.213,41.787,57.87,0.95,bicubic
convformer_s36.sail_in1k_384,384,37.8137,62.1863,57.478,42.522,40.01,1.0,bicubic
fasternet_l.in1k,224,37.7645,62.2355,57.4584,42.5416,93.47,1.0,bicubic
hiera_small_224.mae_in1k_ft_in1k,224,37.7626,62.2374,57.4957,42.5043,35.01,0.9,bicubic
resnetrs420.tf_in1k,416,37.7567,62.2433,58.2208,41.7792,191.89,1.0,bicubic
deit3_medium_patch16_224.fb_in1k,224,37.741,62.259,57.1047,42.8953,38.85,0.9,bicubic
resnetrs350.tf_in1k,384,37.739,62.261,58.1363,41.8637,163.96,1.0,bicubic
xcit_small_24_p16_224.fb_dist_in1k,224,37.7213,62.2787,57.3562,42.6438,47.67,1.0,bicubic
caformer_s18.sail_in1k_384,384,37.682,62.318,57.6018,42.3982,26.34,1.0,bicubic
mambaout_small.in1k,224,37.6742,62.3258,57.5252,42.4748,48.49,1.0,bicubic
vit_betwixt_patch16_reg1_gap_256.sbb_in1k,256,37.6584,62.3416,56.7824,43.2176,60.4,0.95,bicubic
convnext_nano.r384_in12k_ft_in1k,384,37.6349,62.3651,58.8929,41.1071,15.59,1.0,bicubic
regnety_640.seer_ft_in1k,384,37.6309,62.3691,59.842,40.158,281.38,1.0,bicubic
xcit_small_12_p16_384.fb_dist_in1k,384,37.6093,62.3907,57.7846,42.2154,26.25,1.0,bicubic
pvt_v2_b5.in1k,224,37.5464,62.4536,57.256,42.744,81.96,0.9,bicubic
mambaout_base.in1k,224,37.5386,62.4614,56.6449,43.3551,84.81,1.0,bicubic
resnet200d.ra2_in1k,320,37.5268,62.4732,58.3152,41.6848,64.69,1.0,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in1k,256,37.4757,62.5243,57.0713,42.9287,60.4,0.95,bicubic
maxvit_rmlp_tiny_rw_256.sw_in1k,256,37.4069,62.5931,57.1872,42.8128,29.15,0.95,bicubic
efficientvit_b3.r224_in1k,224,37.3696,62.6304,57.1204,42.8796,48.65,0.95,bicubic
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k,224,37.3558,62.6442,59.4608,40.5392,236.34,0.875,bicubic
regnety_1280.seer_ft_in1k,384,37.3499,62.6501,59.1542,40.8458,644.81,1.0,bicubic
regnetz_d8_evos.ch_in1k,256,37.3303,62.6697,58.0106,41.9894,23.46,0.95,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,384,37.3204,62.6796,57.651,42.349,37.76,0.95,bicubic
convnext_base.fb_in1k,288,37.3126,62.6874,57.3248,42.6752,88.59,1.0,bicubic
resnest269e.in1k,416,37.3028,62.6972,57.4505,42.5495,110.93,0.928,bicubic
vit_small_r26_s32_224.augreg_in21k_ft_in1k,224,37.2497,62.7503,59.0638,40.9362,36.43,0.9,bicubic
resmlp_big_24_224.fb_in22k_ft_in1k,224,37.2399,62.7601,58.1717,41.8283,129.14,0.875,bicubic
edgenext_base.usi_in1k,256,37.2202,62.7798,57.5743,42.4257,18.51,0.95,bicubic
pit_b_distilled_224.in1k,224,37.2084,62.7916,56.5053,43.4947,74.79,0.9,bicubic
rdnet_tiny.nv_in1k,224,37.2065,62.7935,57.3818,42.6182,23.86,0.9,bicubic
repvit_m2_3.dist_300e_in1k,224,37.2025,62.7975,57.2029,42.7971,23.69,0.95,bicubic
cait_s24_224.fb_dist_in1k,224,37.1534,62.8466,56.7156,43.2844,46.92,1.0,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in1k,256,37.1475,62.8525,57.3051,42.6949,38.88,0.95,bicubic
dm_nfnet_f2.dm_in1k,352,37.1357,62.8643,56.9927,43.0073,193.78,0.92,bicubic
