model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
vit_base_patch16_384.orig_in21k_ft_in1k,384,50.0533,49.9467,77.6,22.4,86.86,1.0,bicubic
volo_d3_224.sail_in1k,224,50.0,50.0,78.32,21.68,86.33,0.96,bicubic
flexivit_large.600ep_in1k,240,49.9733,50.0267,79.9733,20.0267,304.36,0.95,bicubic
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,544,49.8533,50.1467,78.56,21.44,32.59,1.0,bicubic
efficientnet_h_b5.sw_r448_e450_in1k,576,49.8533,50.1467,79.0933,20.9067,45.88,1.0,bicubic
vit_base_patch16_224.augreg2_in21k_ft_in1k,224,49.7333,50.2667,78.7333,21.2667,86.57,0.9,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,49.68,50.32,78.4933,21.5067,60.4,0.95,bicubic
beit3_base_patch16_224.in22k_ft_in1k,224,49.6,50.4,79.7867,20.2133,86.66,1.0,bicubic
nextvit_large.bd_ssld_6m_in1k,224,49.52,50.48,80.7867,19.2133,57.87,0.95,bicubic
inception_next_base.sail_in1k_384,384,49.4933,50.5067,78.56,21.44,86.67,1.0,bicubic
regnety_160.lion_in12k_ft_in1k,224,49.4667,50.5333,78.4533,21.5467,83.59,0.95,bicubic
cait_s24_384.fb_dist_in1k,384,49.4133,50.5867,78.6533,21.3467,47.06,1.0,bicubic
nextvit_large.bd_in1k_384,384,49.32,50.68,78.4133,21.5867,57.87,1.0,bicubic
xcit_medium_24_p16_384.fb_dist_in1k,384,49.2667,50.7333,79.7467,20.2533,84.4,1.0,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,49.24,50.76,76.5333,23.4667,69.9,0.9,bicubic
deit_base_distilled_patch16_384.fb_in1k,384,49.04,50.96,79.0,21.0,87.63,1.0,bicubic
regnety_160.sw_in12k_ft_in1k,224,49.0133,50.9867,77.7333,22.2667,83.59,0.95,bicubic
caformer_s18.sail_in1k_384,384,48.8933,51.1067,78.72,21.28,26.34,1.0,bicubic
coat_lite_medium_384.in1k,384,48.84,51.16,78.5467,21.4533,44.57,1.0,bicubic
vit_large_patch16_rope_ape_224.naver_in1k,224,48.7467,51.2533,78.28,21.72,304.37,0.9,bicubic
convnext_base.clip_laion2b_augreg_ft_in1k,256,48.6933,51.3067,79.9333,20.0667,88.59,1.0,bicubic
vit_large_patch16_rope_mixed_224.naver_in1k,224,48.68,51.32,77.9867,22.0133,304.2,0.9,bicubic
caformer_b36.sail_in1k,224,48.6267,51.3733,75.7067,24.2933,98.75,1.0,bicubic
convnextv2_base.fcmae_ft_in1k,288,48.6,51.4,78.84,21.16,88.72,1.0,bicubic
efficientvit_l2.r256_in1k,256,48.5867,51.4133,77.9067,22.0933,63.71,1.0,bicubic
deit3_large_patch16_224.fb_in1k,224,48.5733,51.4267,78.0267,21.9733,304.37,0.9,bicubic
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,384,48.4933,51.5067,77.4,22.6,88.3,1.0,bicubic
flexivit_large.300ep_in1k,240,48.4667,51.5333,78.6267,21.3733,304.36,0.95,bicubic
deit3_medium_patch16_224.fb_in22k_ft_in1k,224,48.2667,51.7333,77.0533,22.9467,38.85,1.0,bicubic
vit_large_patch16_rope_mixed_ape_224.naver_in1k,224,48.1067,51.8933,78.1067,21.8933,304.4,0.9,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,384,48.04,51.96,77.7733,22.2267,21.46,1.0,bicubic
tf_efficientnet_b8.ra_in1k,672,47.9867,52.0133,76.4533,23.5467,87.41,0.954,bicubic
xcit_large_24_p8_224.fb_dist_in1k,224,47.9067,52.0933,79.12,20.88,188.93,1.0,bicubic
convnext_small.in12k_ft_in1k,224,47.9067,52.0933,77.2533,22.7467,50.22,0.95,bicubic
regnety_2560.seer_ft_in1k,384,47.7867,52.2133,76.3867,23.6133,1282.6,1.0,bicubic
hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,47.7467,52.2533,76.9067,23.0933,34.36,0.95,bicubic
resnest269e.in1k,416,47.6267,52.3733,74.0267,25.9733,110.93,0.928,bicubic
convnext_tiny.in12k_ft_in1k,288,47.5333,52.4667,78.9733,21.0267,28.59,1.0,bicubic
vit_base_patch16_clip_224.openai_ft_in1k,224,47.4533,52.5467,78.1467,21.8533,86.57,0.9,bicubic
convformer_s36.sail_in22k_ft_in1k,224,47.44,52.56,77.2533,22.7467,40.01,1.0,bicubic
regnetz_e8.ra3_in1k,320,47.3333,52.6667,75.8533,24.1467,57.7,1.0,bicubic
nextvit_base.bd_ssld_6m_in1k,224,47.3067,52.6933,78.6,21.4,44.82,0.95,bicubic
vit_large_patch16_rope_224.naver_in1k,224,47.1067,52.8933,77.5867,22.4133,304.17,0.9,bicubic
xcit_large_24_p8_224.fb_in1k,224,46.8667,53.1333,74.4133,25.5867,188.93,1.0,bicubic
naflexvit_base_patch16_parfac_gap.e300_s576_in1k,384,46.8267,53.1733,75.84,24.16,86.46,1.0,bicubic
xcit_small_24_p16_384.fb_dist_in1k,384,46.7733,53.2267,76.9733,23.0267,47.67,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,480,46.72,53.28,77.3867,22.6133,32.59,1.0,bicubic
convnext_large.fb_in1k,288,46.6667,53.3333,76.7333,23.2667,197.77,1.0,bicubic
tf_efficientnet_b8.ap_in1k,672,46.5333,53.4667,76.1333,23.8667,87.41,0.954,bicubic
mambaout_base_tall_rw.sw_e500_in1k,288,46.5067,53.4933,76.5333,23.4667,86.48,1.0,bicubic
hgnet_base.ssld_in1k,288,46.48,53.52,76.1733,23.8267,71.58,1.0,bicubic
nextvit_base.bd_in1k_384,384,46.4133,53.5867,76.8,23.2,44.82,1.0,bicubic
resnetv2_50x3_bit.goog_in21k_ft_in1k,448,46.3867,53.6133,76.68,23.32,217.32,1.0,bilinear
naflexvit_base_patch16_par_gap.e300_s576_in1k,384,46.36,53.64,74.9467,25.0533,86.63,1.0,bicubic
efficientnetv2_rw_m.agc_in1k,416,46.3333,53.6667,75.7333,24.2667,53.24,1.0,bicubic
dm_nfnet_f2.dm_in1k,352,46.1733,53.8267,74.6933,25.3067,193.78,0.92,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,46.1333,53.8667,77.0,23.0,38.88,0.95,bicubic
mambaout_base_short_rw.sw_e500_in1k,288,46.1067,53.8933,76.04,23.96,88.83,1.0,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,288,45.9467,54.0533,77.7733,22.2267,39.57,1.0,bicubic
resnext101_32x16d.fb_swsl_ig1b_ft_in1k,224,45.92,54.08,72.0667,27.9333,194.03,0.875,bilinear
volo_d2_224.sail_in1k,224,45.9067,54.0933,75.1333,24.8667,58.68,0.96,bicubic
swinv2_base_window16_256.ms_in1k,256,45.9067,54.0933,75.1067,24.8933,87.92,0.9,bicubic
ecaresnet269d.ra2_in1k,352,45.7733,54.2267,74.9333,25.0667,102.09,1.0,bicubic
caformer_m36.sail_in1k,224,45.7733,54.2267,74.5333,25.4667,56.2,1.0,bicubic
convnextv2_base.fcmae_ft_in1k,224,45.72,54.28,76.04,23.96,88.72,0.875,bicubic
dm_nfnet_f3.dm_in1k,320,45.44,54.56,72.36,27.64,254.92,0.94,bicubic
swin_base_patch4_window12_384.ms_in1k,384,45.4133,54.5867,74.6133,25.3867,87.9,1.0,bicubic
naflexvit_base_patch16_gap.e300_s576_in1k,384,45.3733,54.6267,74.9733,25.0267,86.63,1.0,bicubic
vit_small_patch16_384.augreg_in21k_ft_in1k,384,45.36,54.64,76.16,23.84,22.2,1.0,bicubic
tf_efficientnet_b7.ap_in1k,600,45.2667,54.7333,74.0133,25.9867,66.35,0.949,bicubic
resnext101_32x8d.fb_wsl_ig1b_ft_in1k,224,45.2533,54.7467,70.84,29.16,88.79,0.875,bilinear
xcit_medium_24_p8_224.fb_dist_in1k,224,45.2267,54.7733,76.88,23.12,84.32,1.0,bicubic
vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,45.2267,54.7733,75.48,24.52,36.47,1.0,bicubic
convnext_small.fb_in22k_ft_in1k,224,45.1467,54.8533,77.4933,22.5067,50.22,0.875,bicubic
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,224,45.1333,54.8667,73.96,26.04,41.72,0.95,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k_384,384,45.08,54.92,76.5733,23.4267,28.64,1.0,bicubic
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,44.88,55.12,74.5733,25.4267,32.59,0.95,bicubic
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,44.7867,55.2133,74.5467,25.4533,34.36,0.95,bicubic
eca_nfnet_l2.ra3_in1k,384,44.76,55.24,75.6533,24.3467,56.72,1.0,bicubic
maxxvit_rmlp_small_rw_256.sw_in1k,256,44.4933,55.5067,75.1333,24.8667,66.01,0.95,bicubic
regnety_120.sw_in12k_ft_in1k,224,44.4667,55.5333,74.64,25.36,51.82,0.95,bicubic
ecaresnet269d.ra2_in1k,320,44.32,55.68,73.9467,26.0533,102.09,0.95,bicubic
tiny_vit_21m_224.dist_in22k_ft_in1k,224,44.3067,55.6933,74.9467,25.0533,21.2,0.95,bicubic
rexnetr_300.sw_in12k_ft_in1k,288,44.08,55.92,76.7067,23.2933,34.81,1.0,bicubic
tf_efficientnetv2_l.in1k,384,44.08,55.92,71.9867,28.0133,118.52,1.0,bicubic
resnest200e.in1k,320,43.9867,56.0133,73.4,26.6,70.2,0.909,bicubic
mambaout_base_wide_rw.sw_e500_in1k,288,43.8933,56.1067,73.9733,26.0267,94.45,1.0,bicubic
mambaout_base.in1k,288,43.84,56.16,72.5733,27.4267,84.81,1.0,bicubic
crossvit_18_dagger_408.in1k,408,43.84,56.16,73.6133,26.3867,44.61,1.0,bicubic
seresnextaa101d_32x8d.ah_in1k,288,43.64,56.36,73.04,26.96,93.59,1.0,bicubic
cait_xs24_384.fb_dist_in1k,384,43.6267,56.3733,74.8933,25.1067,26.67,1.0,bicubic
resnetrs200.tf_in1k,320,43.4933,56.5067,72.5467,27.4533,93.21,1.0,bicubic
swin_small_patch4_window7_224.ms_in22k_ft_in1k,224,43.4533,56.5467,76.2667,23.7333,49.61,0.9,bicubic
hiera_base_224.mae_in1k_ft_in1k,224,43.4,56.6,73.2267,26.7733,51.52,0.9,bicubic
caformer_s18.sail_in22k_ft_in1k,224,43.32,56.68,74.9067,25.0933,26.34,1.0,bicubic
mvitv2_base.fb_in1k,224,43.2933,56.7067,73.92,26.08,51.47,0.9,bicubic
hgnetv2_b5.ssld_stage1_in22k_in1k,288,43.28,56.72,75.2533,24.7467,39.57,1.0,bicubic
xcit_small_12_p16_384.fb_dist_in1k,384,43.2267,56.7733,74.0,26.0,26.25,1.0,bicubic
tresnet_xl.miil_in1k_448,448,43.2133,56.7867,72.1467,27.8533,78.44,0.875,bilinear
vit_base_patch16_224.augreg_in21k_ft_in1k,224,43.1333,56.8667,72.5467,27.4533,86.57,0.9,bicubic
xcit_medium_24_p8_224.fb_in1k,224,43.12,56.88,70.08,29.92,84.32,1.0,bicubic
regnetz_e8.ra3_in1k,256,43.1067,56.8933,72.2,27.8,57.7,0.94,bicubic
rdnet_large.nv_in1k,224,42.7867,57.2133,73.6133,26.3867,186.27,0.9,bicubic
edgenext_base.in21k_ft_in1k,320,42.7733,57.2267,75.4267,24.5733,18.51,1.0,bicubic
hrnet_w48_ssld.paddle_in1k,288,42.6933,57.3067,72.0667,27.9333,77.47,1.0,bilinear
efficientvit_l2.r224_in1k,224,42.6533,57.3467,74.32,25.68,63.71,1.0,bicubic
vit_base_patch32_clip_384.openai_ft_in12k_in1k,384,42.56,57.44,72.5867,27.4133,88.3,0.95,bicubic
nextvit_small.bd_ssld_6m_in1k,224,42.5333,57.4667,75.4667,24.5333,31.76,0.95,bicubic
coatnet_rmlp_2_rw_224.sw_in1k,224,42.5333,57.4667,71.04,28.96,73.88,0.95,bicubic
gcvit_base.in1k,224,42.52,57.48,73.44,26.56,90.32,0.875,bicubic
resnetrs420.tf_in1k,416,42.44,57.56,70.1467,29.8533,191.89,1.0,bicubic
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,42.4267,57.5733,74.3733,25.6267,38.86,0.95,bicubic
tf_efficientnetv2_m.in1k,480,42.3867,57.6133,72.3733,27.6267,54.14,1.0,bicubic
maxvit_large_tf_224.in1k,224,42.36,57.64,69.2133,30.7867,211.79,0.95,bicubic
xcit_tiny_24_p8_384.fb_dist_in1k,384,42.3467,57.6533,72.7867,27.2133,12.11,1.0,bicubic
efficientnet_h_b5.sw_r448_e450_in1k,448,42.2933,57.7067,72.8267,27.1733,45.88,1.0,bicubic
tf_efficientnet_b7.ra_in1k,600,42.2667,57.7333,72.52,27.48,66.35,0.949,bicubic
swinv2_small_window16_256.ms_in1k,256,42.2667,57.7333,72.7467,27.2533,49.73,0.9,bicubic
dm_nfnet_f1.dm_in1k,320,42.2133,57.7867,71.2267,28.7733,132.63,0.91,bicubic
maxvit_rmlp_small_rw_224.sw_in1k,224,42.1867,57.8133,72.3733,27.6267,64.9,0.9,bicubic
convformer_s18.sail_in1k_384,384,42.1867,57.8133,74.04,25.96,26.77,1.0,bicubic
maxvit_base_tf_224.in1k,224,42.0267,57.9733,70.0667,29.9333,119.47,0.95,bicubic
convnext_tiny.fb_in22k_ft_in1k_384,384,42.0133,57.9867,73.5333,26.4667,28.59,1.0,bicubic
vit_base_patch16_clip_224.laion2b_ft_in1k,224,41.96,58.04,73.9867,26.0133,86.57,1.0,bicubic
convnext_base.fb_in1k,288,41.9067,58.0933,73.84,26.16,88.59,1.0,bicubic
eca_nfnet_l2.ra3_in1k,320,41.9067,58.0933,72.9333,27.0667,56.72,0.9,bicubic
mambaout_small.in1k,288,41.8533,58.1467,72.2,27.8,48.49,1.0,bicubic
crossvit_15_dagger_408.in1k,408,41.7867,58.2133,72.0133,27.9867,28.5,1.0,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,288,41.76,58.24,75.1467,24.8533,28.64,1.0,bicubic
nextvit_small.bd_in1k_384,384,41.7467,58.2533,72.7467,27.2533,31.76,1.0,bicubic
xcit_small_24_p8_224.fb_in1k,224,41.6533,58.3467,70.8667,29.1333,47.63,1.0,bicubic
vit_large_r50_s32_224.augreg_in21k_ft_in1k,224,41.6133,58.3867,70.28,29.72,328.99,0.9,bicubic
resnext101_32x4d.fb_swsl_ig1b_ft_in1k,224,41.6,58.4,71.8533,28.1467,44.18,0.875,bilinear
efficientnet_x_b5.sw_r448_e450_in1k,448,41.5867,58.4133,71.1867,28.8133,33.44,1.0,bicubic
xcit_small_24_p8_224.fb_dist_in1k,224,41.5333,58.4667,73.6533,26.3467,47.63,1.0,bicubic
resnetaa101d.sw_in12k_ft_in1k,288,41.52,58.48,72.4933,27.5067,44.57,1.0,bicubic
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,41.4267,58.5733,71.6267,28.3733,63.95,0.95,bicubic
convnext_large.fb_in1k,224,41.2133,58.7867,73.28,26.72,197.77,0.875,bicubic
swinv2_base_window8_256.ms_in1k,256,41.16,58.84,72.56,27.44,87.92,0.9,bicubic
deit3_small_patch16_224.fb_in22k_ft_in1k,224,41.08,58.92,72.0,28.0,22.06,1.0,bicubic
caformer_s36.sail_in1k,224,41.0267,58.9733,70.92,29.08,39.3,1.0,bicubic
seresnext101d_32x8d.ah_in1k,288,40.9333,59.0667,70.72,29.28,93.59,1.0,bicubic
davit_base.msft_in1k,224,40.76,59.24,72.5333,27.4667,87.95,0.95,bicubic
maxvit_rmlp_tiny_rw_256.sw_in1k,256,40.72,59.28,70.8667,29.1333,29.15,0.95,bicubic
hgnet_base.ssld_in1k,224,40.6933,59.3067,70.6667,29.3333,71.58,0.965,bicubic
flexivit_base.1200ep_in1k,240,40.6,59.4,72.1867,27.8133,86.59,0.95,bicubic
regnety_1280.seer_ft_in1k,384,40.5733,59.4267,70.5867,29.4133,644.81,1.0,bicubic
resmlp_big_24_224.fb_in22k_ft_in1k,224,40.4667,59.5333,74.6533,25.3467,129.14,0.875,bicubic
tf_efficientnet_b6.ap_in1k,528,40.3733,59.6267,71.3733,28.6267,43.04,0.942,bicubic
convformer_b36.sail_in1k,224,40.28,59.72,69.1067,30.8933,99.88,1.0,bicubic
deit3_small_patch16_384.fb_in1k,384,40.2267,59.7733,69.96,30.04,22.21,1.0,bicubic
tresnet_l.miil_in1k_448,448,40.1333,59.8667,69.72,30.28,55.99,0.875,bilinear
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,40.1333,59.8667,72.4533,27.5467,32.59,0.95,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,224,39.9067,60.0933,72.3333,27.6667,39.57,0.965,bicubic
deit_base_patch16_384.fb_in1k,384,39.8933,60.1067,70.4267,29.5733,86.86,1.0,bicubic
flexivit_base.600ep_in1k,240,39.8,60.2,71.68,28.32,86.59,0.95,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,448,39.7467,60.2533,72.52,27.48,37.76,1.0,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,224,39.72,60.28,72.5867,27.4133,28.64,0.875,bicubic
regnetz_040_h.ra3_in1k,320,39.7067,60.2933,70.96,29.04,28.94,1.0,bicubic
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,39.6933,60.3067,71.1333,28.8667,22.52,0.95,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,448,39.68,60.32,72.8533,27.1467,37.76,1.0,bicubic
swin_s3_base_224.ms_in1k,224,39.6267,60.3733,70.6133,29.3867,71.13,0.9,bicubic
vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,39.6133,60.3867,70.4667,29.5333,86.43,0.95,bicubic
regnetz_d8.ra3_in1k,320,39.5067,60.4933,71.2267,28.7733,23.37,1.0,bicubic
vit_base_patch16_rope_mixed_ape_224.naver_in1k,224,39.4667,60.5333,71.5867,28.4133,86.59,0.9,bicubic
resnetrs350.tf_in1k,384,39.3867,60.6133,68.3333,31.6667,163.96,1.0,bicubic
flexivit_base.300ep_in1k,240,39.32,60.68,70.7067,29.2933,86.59,0.95,bicubic
gcvit_small.in1k,224,39.2533,60.7467,70.52,29.48,51.09,0.875,bicubic
vit_base_patch16_rope_mixed_224.naver_in1k,224,39.1467,60.8533,71.7467,28.2533,86.44,0.9,bicubic
vit_base_patch16_rope_ape_224.naver_in1k,224,39.0667,60.9333,70.7467,29.2533,86.59,0.9,bicubic
mambaout_base_tall_rw.sw_e500_in1k,224,39.04,60.96,70.6267,29.3733,86.48,0.95,bicubic
seresnext101_32x8d.ah_in1k,288,39.04,60.96,68.9867,31.0133,93.57,1.0,bicubic
deit3_base_patch16_224.fb_in1k,224,38.92,61.08,70.76,29.24,86.59,0.9,bicubic
mobilenetv4_conv_aa_large.e600_r384_in1k,480,38.9067,61.0933,70.7067,29.2933,32.59,1.0,bicubic
regnetz_d8_evos.ch_in1k,320,38.84,61.16,71.3067,28.6933,23.46,1.0,bicubic
vit_large_patch32_384.orig_in21k_ft_in1k,384,38.84,61.16,68.6133,31.3867,306.63,1.0,bicubic
volo_d1_224.sail_in1k,224,38.68,61.32,70.12,29.88,26.63,0.96,bicubic
mvitv2_small.fb_in1k,224,38.56,61.44,69.96,30.04,34.87,0.9,bicubic
mambaout_base_short_rw.sw_e500_in1k,224,38.5333,61.4667,70.1333,29.8667,88.83,0.95,bicubic
vit_base_patch16_rope_224.naver_in1k,224,38.48,61.52,70.4933,29.5067,86.43,0.9,bicubic
coat_lite_medium.in1k,224,38.44,61.56,71.0933,28.9067,44.57,0.9,bicubic
regnetz_040.ra3_in1k,320,38.44,61.56,70.08,29.92,27.12,1.0,bicubic
efficientnetv2_rw_m.agc_in1k,320,38.4267,61.5733,70.1333,29.8667,53.24,1.0,bicubic
resnetv2_101x1_bit.goog_in21k_ft_in1k,448,38.28,61.72,70.2533,29.7467,44.54,1.0,bilinear
xcit_small_12_p8_224.fb_dist_in1k,224,38.16,61.84,71.3333,28.6667,26.21,1.0,bicubic
davit_small.msft_in1k,224,38.1067,61.8933,70.6133,29.3867,49.75,0.95,bicubic
mambaout_small_rw.sw_e450_in1k,288,38.0933,61.9067,70.0,30.0,48.5,1.0,bicubic
convnext_tiny.in12k_ft_in1k,224,38.08,61.92,71.84,28.16,28.59,0.95,bicubic
rdnet_base.nv_in1k,224,38.0133,61.9867,70.0,30.0,87.45,0.9,bicubic
convformer_m36.sail_in1k,224,37.92,62.08,66.9333,33.0667,57.05,1.0,bicubic
resnet200d.ra2_in1k,320,37.8933,62.1067,68.3333,31.6667,64.69,1.0,bicubic
tf_efficientnet_b7.aa_in1k,600,37.7867,62.2133,69.4267,30.5733,66.35,0.949,bicubic
focalnet_base_srf.ms_in1k,224,37.76,62.24,69.72,30.28,88.15,0.9,bicubic
maxvit_small_tf_224.in1k,224,37.7067,62.2933,68.3733,31.6267,68.93,0.95,bicubic
swinv2_small_window8_256.ms_in1k,256,37.6667,62.3333,69.96,30.04,49.73,0.9,bicubic
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,37.6267,62.3733,68.8667,31.1333,60.23,0.95,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,300,37.6133,62.3867,69.6667,30.3333,21.46,1.0,bicubic
fastvit_ma36.apple_dist_in1k,256,37.5333,62.4667,70.9733,29.0267,44.07,0.95,bicubic
focalnet_base_lrf.ms_in1k,224,37.52,62.48,68.56,31.44,88.75,0.9,bicubic
seresnet152d.ra2_in1k,320,37.5067,62.4933,69.0533,30.9467,66.84,1.0,bicubic
hgnetv2_b5.ssld_stage1_in22k_in1k,224,37.48,62.52,69.8267,30.1733,39.57,0.965,bicubic
twins_svt_large.in1k,224,37.3467,62.6533,69.2,30.8,99.27,0.9,bicubic
xcit_large_24_p16_224.fb_dist_in1k,224,37.3067,62.6933,71.4133,28.5867,189.1,1.0,bicubic
xcit_small_12_p8_224.fb_in1k,224,37.2933,62.7067,68.1333,31.8667,26.21,1.0,bicubic
efficientvit_b3.r288_in1k,288,37.2667,62.7333,69.6,30.4,48.65,1.0,bicubic
swin_s3_small_224.ms_in1k,224,37.0533,62.9467,68.1467,31.8533,49.74,0.9,bicubic
eca_nfnet_l1.ra2_in1k,320,37.04,62.96,70.56,29.44,41.41,1.0,bicubic
mambaout_base.in1k,224,36.9867,63.0133,66.4133,33.5867,84.81,1.0,bicubic
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,36.96,63.04,68.8933,31.1067,38.74,0.95,bicubic
regnetz_d32.ra3_in1k,320,36.8133,63.1867,70.0667,29.9333,27.58,0.95,bicubic
convnext_small.fb_in1k,288,36.7867,63.2133,70.9467,29.0533,50.22,1.0,bicubic
seresnextaa101d_32x8d.ah_in1k,224,36.7733,63.2267,66.3467,33.6533,93.59,0.95,bicubic
pvt_v2_b4.in1k,224,36.7467,63.2533,68.68,31.32,62.56,0.9,bicubic
convnext_base.fb_in1k,224,36.6933,63.3067,69.9467,30.0533,88.59,0.875,bicubic
pit_b_distilled_224.in1k,224,36.6533,63.3467,67.8133,32.1867,74.79,0.9,bicubic
convnext_tiny.fb_in22k_ft_in1k,224,36.64,63.36,69.9733,30.0267,28.59,0.875,bicubic
regnety_064.ra3_in1k,288,36.64,63.36,67.5733,32.4267,30.58,1.0,bicubic
efficientnetv2_rw_s.ra2_in1k,384,36.5733,63.4267,68.1467,31.8533,23.94,1.0,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in1k,256,36.56,63.44,68.04,31.96,60.4,0.95,bicubic
vit_base_patch32_384.augreg_in21k_ft_in1k,384,36.52,63.48,69.1467,30.8533,88.3,1.0,bicubic
regnety_160.deit_in1k,288,36.48,63.52,68.8133,31.1867,83.59,1.0,bicubic
hiera_small_224.mae_in1k_ft_in1k,224,36.4533,63.5467,67.96,32.04,35.01,0.9,bicubic
fastvit_sa36.apple_dist_in1k,256,36.4133,63.5867,69.5733,30.4267,31.53,0.9,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,36.3733,63.6267,69.0667,30.9333,37.76,0.95,bicubic
resnext101_64x4d.c1_in1k,288,36.3467,63.6533,65.96,34.04,83.46,1.0,bicubic
hgnet_small.ssld_in1k,288,36.32,63.68,70.7867,29.2133,24.36,1.0,bicubic
pvt_v2_b5.in1k,224,36.28,63.72,68.4,31.6,81.96,0.9,bicubic
rexnetr_300.sw_in12k_ft_in1k,224,36.2667,63.7333,69.8667,30.1333,34.81,0.95,bicubic
mambaout_base_wide_rw.sw_e500_in1k,224,36.24,63.76,68.24,31.76,94.45,0.95,bicubic
cait_xxs36_384.fb_dist_in1k,384,36.0933,63.9067,67.4133,32.5867,17.37,1.0,bicubic
nest_base_jx.goog_in1k,224,35.9733,64.0267,66.4933,33.5067,67.72,0.875,bicubic
efficientvit_l1.r224_in1k,224,35.9467,64.0533,68.0,32.0,52.65,1.0,bicubic
regnety_640.seer_ft_in1k,384,35.7867,64.2133,68.0,32.0,281.38,1.0,bicubic
swin_base_patch4_window7_224.ms_in1k,224,35.7733,64.2267,68.24,31.76,87.77,0.9,bicubic
maxvit_tiny_rw_224.sw_in1k,224,35.7333,64.2667,65.6933,34.3067,29.06,0.95,bicubic
repvgg_d2se.rvgg_in1k,320,35.72,64.28,66.68,33.32,133.33,1.0,bilinear
coatnet_1_rw_224.sw_in1k,224,35.7067,64.2933,66.9867,33.0133,41.72,0.95,bicubic
tf_efficientnet_b3.ns_jft_in1k,300,35.6667,64.3333,67.76,32.24,12.23,0.904,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,384,35.6667,64.3333,69.5333,30.4667,37.76,0.95,bicubic
vit_betwixt_patch16_reg1_gap_256.sbb_in1k,256,35.64,64.36,67.0667,32.9333,60.4,0.95,bicubic
edgenext_base.in21k_ft_in1k,256,35.6267,64.3733,69.4667,30.5333,18.51,0.95,bicubic
cs3se_edgenet_x.c2ns_in1k,320,35.5467,64.4533,67.64,32.36,50.72,1.0,bicubic
resnetrs200.tf_in1k,256,35.4533,64.5467,64.8267,35.1733,93.21,1.0,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,288,35.36,64.64,70.0,30.0,19.8,1.0,bicubic
tf_efficientnetv2_m.in1k,384,35.2533,64.7467,65.4667,34.5333,54.14,1.0,bicubic
resnetrs420.tf_in1k,320,35.1867,64.8133,63.4533,36.5467,191.89,1.0,bicubic
regnety_080.ra3_in1k,288,35.1467,64.8533,66.7467,33.2533,39.18,1.0,bicubic
sequencer2d_l.in1k,224,35.08,64.92,67.1067,32.8933,54.3,0.875,bicubic
tf_efficientnet_b6.aa_in1k,528,34.9733,65.0267,67.36,32.64,43.04,0.942,bicubic
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,448,34.9467,65.0533,69.2133,30.7867,11.07,1.0,bicubic
gcvit_tiny.in1k,224,34.9067,65.0933,66.2933,33.7067,28.22,0.875,bicubic
inception_next_base.sail_in1k,224,34.8533,65.1467,66.2267,33.7733,86.67,0.95,bicubic
dm_nfnet_f2.dm_in1k,256,34.6,65.4,63.9333,36.0667,193.78,0.92,bicubic
vit_medium_patch16_reg1_gap_256.sbb_in1k,256,34.5733,65.4267,67.6533,32.3467,38.88,0.95,bicubic
fastvit_ma36.apple_in1k,256,34.5333,65.4667,67.12,32.88,44.07,0.95,bicubic
resnetrs270.tf_in1k,352,34.5333,65.4667,65.12,34.88,129.86,1.0,bicubic
tf_efficientnet_b5.ap_in1k,456,34.4,65.6,67.1467,32.8533,30.39,0.934,bicubic
